interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,mkt_region,zone,load_area
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,MIDATL,PS,PS
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,RTO,RTO,RTO
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,AP,AP
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,ATSI,OE
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,CE,CE
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,DAY,DAY
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T03:00:00-05:00,2023-01-03T08:00:00+00:00,2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,AE,AECO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,BC,BC
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,DPL,EASTON
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,JC,JC
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,ME,ME
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PE,PE
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PEP,SMECO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PL,PLCO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PL,UGI
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PN,PN
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,PS,PS
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,RTO,RTO,RTO
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,AP,AP
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,ATSI,OE
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,CE,CE
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,DAY,DAY
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T04:00:00-05:00,2023-01-03T09:00:00+00:00,2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,AE,AECO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,BC,BC
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,DPL,EASTON
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,JC,JC
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,ME,ME
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PE,PE
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PEP,SMECO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PL,PLCO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PL,UGI
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PN,PN
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,PS,PS
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,RTO,RTO,RTO
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,AP,AP
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,ATSI,OE
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,CE,CE
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,DAY,DAY
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T05:00:00-05:00,2023-01-03T10:00:00+00:00,2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,AE,AECO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,BC,BC
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,DPL,EASTON
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,JC,JC
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,ME,ME
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PE,PE
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PEP,SMECO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PL,PLCO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PL,UGI
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PN,PN
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,PS,PS
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,RTO,RTO,RTO
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,AP,AP
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,ATSI,OE
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,CE,CE
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,DAY,DAY
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T06:00:00-05:00,2023-01-03T11:00:00+00:00,2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,AE,AECO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,BC,BC
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,DPL,EASTON
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,JC,JC
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,ME,ME
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PE,PE
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PEP,SMECO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PL,PLCO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PL,UGI
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PN,PN
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,PS,PS
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,RTO,RTO,RTO
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,AP,AP
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,ATSI,OE
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,CE,CE
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,DAY,DAY
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T07:00:00-05:00,2023-01-03T12:00:00+00:00,2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,AE,AECO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,BC,BC
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,DPL,EASTON
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,JC,JC
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,ME,ME
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PE,PE
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PEP,SMECO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PL,PLCO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PL,UGI
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PN,PN
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,PS,PS
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,MIDATL,RECO,RECO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,RTO,RTO,RTO
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,SOUTH,DOM,DOM
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,AEP,AEPAPT
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,AEP,AEPIMP
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,AEP,AEPKPT
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,AEP,AEPOPT
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,AP,AP
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,ATSI,OE
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,ATSI,PAPWR
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,CE,CE
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,DAY,DAY
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,DEOK,DEOK
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,DUQ,DUQ
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,EKPC,EKPC
2023-01-03T08:00:00-05:00,2023-01-03T13:00:00+00:00,2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,WEST,OVEC,OVEC
2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,MIDATL,AE,AECO
2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,MIDATL,AE,VMEU
2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,MIDATL,BC,BC
2023-01-03T09:00:00-05:00,2023-01-03T14:00:00+00:00,2023-01-03T10:00:00-05:00,2023-01-03T15:00:00+00:00,MIDATL,DPL,DPLCO
